case,prompt_id,seed,step,model,baseline_guided_noise_error,residual_relative_l1,corrected_feature_relative_l1,guided_noise_error,recovery_fraction,milliseconds
objects_seed202,objects,202,4,channel_mean,0.103103868663311,0.96993488073349,0.5399649739265442,0.10499467700719833,-0.018338869029850127,1072.5416259765625
objects_seed202,objects,202,4,channel_affine,0.103103868663311,0.9866769313812256,0.549285352230072,0.10459805279970169,-0.014492027852708344,1072.093017578125
objects_seed202,objects,202,4,oracle,0.103103868663311,0.0,0.0,0.012993290089070797,0.8739786367134215,1075.35986328125
objects_seed202,objects,202,9,channel_mean,0.13834348320960999,0.9953732490539551,0.4768711030483246,0.1453290581703186,-0.05049442733868774,1263.93408203125
objects_seed202,objects,202,9,channel_affine,0.13834348320960999,0.9884673357009888,0.4735625386238098,0.1426893174648285,-0.03141336443462213,1256.2276611328125
objects_seed202,objects,202,9,oracle,0.13834348320960999,0.0,0.0,0.019322780892252922,0.8603274946968325,1312.93017578125
objects_seed202,objects,202,12,channel_mean,0.0994471088051796,0.9896636009216309,0.3162950873374939,0.09835685044527054,0.010963198156367846,1385.5572509765625
objects_seed202,objects,202,12,channel_affine,0.0994471088051796,0.9891865849494934,0.31614261865615845,0.09648650139570236,0.029770673527343753,1381.2703857421875
objects_seed202,objects,202,12,oracle,0.0994471088051796,0.0,0.0,0.024340763688087463,0.7552391016638615,1409.311767578125
objects_seed202,objects,202,15,channel_mean,0.09519638121128082,0.9670820832252502,0.2657851576805115,0.09102056175470352,0.04386531718374253,1463.6148681640625
objects_seed202,objects,202,15,channel_affine,0.09519638121128082,0.9576576352119446,0.2631950378417969,0.08963751792907715,0.058393640719033406,1457.2950439453125
objects_seed202,objects,202,15,oracle,0.09519638121128082,0.0,0.0,0.03426208347082138,0.6400904841668361,1462.59814453125
objects_seed202,objects,202,18,channel_mean,0.13418836891651154,0.9000670313835144,0.24452823400497437,0.11778082698583603,0.12227245970091377,1492.9793701171875
objects_seed202,objects,202,18,channel_affine,0.13418836891651154,0.8727381229400635,0.23710356652736664,0.11452922970056534,0.1465040478148862,1486.498291015625
objects_seed202,objects,202,18,oracle,0.13418836891651154,0.0,0.0,0.06925220042467117,0.48391801030268083,1489.176513671875
text_seed101,text,101,4,channel_mean,0.10649028420448303,0.9685215353965759,0.7036691308021545,0.11038260161876678,-0.03655091582636506,1075.4119873046875
text_seed101,text,101,4,channel_affine,0.10649028420448303,0.9701268672943115,0.7048354148864746,0.10729646682739258,-0.007570480527232993,1077.4937744140625
text_seed101,text,101,4,oracle,0.10649028420448303,0.0,0.0,0.014141206629574299,0.8672066026002869,1175.874267578125
text_seed101,text,101,9,channel_mean,0.12293250858783722,0.9871222376823425,0.44262126088142395,0.12678247690200806,-0.031317739777676254,1299.5030517578125
text_seed101,text,101,9,channel_affine,0.12293250858783722,0.9846724271774292,0.4415227770805359,0.12428811937570572,-0.011027276701995343,1293.799560546875
text_seed101,text,101,9,oracle,0.12293250858783722,0.0,0.0,0.02129211835563183,0.8267983090866622,1302.57861328125
text_seed101,text,101,12,channel_mean,0.0963512733578682,0.9805120825767517,0.288952112197876,0.09319383651018143,0.032770058325637334,1358.6697998046875
text_seed101,text,101,12,channel_affine,0.0963512733578682,0.9830719232559204,0.2897064685821533,0.09240106493234634,0.040997988795124424,1354.441162109375
text_seed101,text,101,12,oracle,0.0963512733578682,0.0,0.0,0.028477085754275322,0.7044451540509937,1371.8995361328125
text_seed101,text,101,15,channel_mean,0.11065109074115753,0.966204047203064,0.259835422039032,0.10365568101406097,0.06322043172137083,1415.806884765625
text_seed101,text,101,15,channel_affine,0.11065109074115753,0.9556899666786194,0.2570079565048218,0.10350140184164047,0.06461471686928141,1410.4315185546875
text_seed101,text,101,15,oracle,0.11065109074115753,0.0,0.0,0.04485830292105675,0.5945968302653942,1433.617919921875
text_seed101,text,101,18,channel_mean,0.16349513828754425,0.8993400931358337,0.24540558457374573,0.1451188176870346,0.11239674031279516,1471.72900390625
text_seed101,text,101,18,channel_affine,0.16349513828754425,0.8764009475708008,0.23914611339569092,0.14364950358867645,0.12138363811139528,1464.2840576171875
text_seed101,text,101,18,oracle,0.16349513828754425,0.0,0.0,0.08325283229351044,0.4907932237893768,1474.9080810546875
text_seed202,text,202,4,channel_mean,0.0710996463894844,0.9561285972595215,0.5812178254127502,0.07255737483501434,-0.02050261175061955,1081.78271484375
text_seed202,text,202,4,channel_affine,0.0710996463894844,0.976680338382721,0.5937108993530273,0.07099993526935577,0.0014024137276634726,1077.2547607421875
text_seed202,text,202,4,oracle,0.0710996463894844,0.0,0.0,0.010501127690076828,0.8523040799309807,1146.1591796875
text_seed202,text,202,9,channel_mean,0.07305076718330383,0.9897193312644958,0.34550198912620544,0.07127682119607925,0.02428374205534729,1250.9232177734375
text_seed202,text,202,9,channel_affine,0.07305076718330383,0.9974860548973083,0.348213255405426,0.07078570872545242,0.031006634771785148,1244.916259765625
text_seed202,text,202,9,oracle,0.07305076718330383,0.0,0.0,0.021151037886738777,0.7104611121514277,1269.1263427734375
text_seed202,text,202,12,channel_mean,0.09098894149065018,0.980463445186615,0.29546910524368286,0.08678074181079865,0.04624957287017079,1329.058837890625
text_seed202,text,202,12,channel_affine,0.09098894149065018,0.9806854128837585,0.29553601145744324,0.0863800048828125,0.05065381058764467,1324.4493408203125
text_seed202,text,202,12,oracle,0.09098894149065018,0.0,0.0,0.03364338353276253,0.6302475555645447,1345.614013671875
text_seed202,text,202,15,channel_mean,0.12810172140598297,0.9660085439682007,0.262184202671051,0.1210017055273056,0.055424828025345825,1396.72607421875
text_seed202,text,202,15,channel_affine,0.12810172140598297,0.9583893418312073,0.2601162791252136,0.12082502245903015,0.056804068415999935,1392.3837890625
text_seed202,text,202,15,oracle,0.12810172140598297,0.0,0.0,0.05279504135251045,0.5878662614908103,1409.935546875
text_seed202,text,202,18,channel_mean,0.1845271736383438,0.9080853462219238,0.2555660605430603,0.16901978850364685,0.08403849053196902,1454.044677734375
text_seed202,text,202,18,channel_affine,0.1845271736383438,0.8887398838996887,0.2501215934753418,0.1651812642812729,0.10484043610285343,1449.4124755859375
text_seed202,text,202,18,oracle,0.1845271736383438,0.0,0.0,0.08900358527898788,0.5176667830320391,1465.571533203125
texture_seed101,texture,101,4,channel_mean,0.06398778408765793,0.9538198113441467,0.5696520209312439,0.06427007168531418,-0.004411585768770169,1077.375
texture_seed101,texture,101,4,channel_affine,0.06398778408765793,0.9583877325057983,0.5723801255226135,0.06320216506719589,0.012277640672566557,1078.719482421875
texture_seed101,texture,101,4,oracle,0.06398778408765793,0.0,0.0,0.007717860862612724,0.8793854018754595,1113.6258544921875
texture_seed101,texture,101,9,channel_mean,0.26876288652420044,0.9919843673706055,0.6304161548614502,0.27521246671676636,-0.02399728725932244,1365.7633056640625
texture_seed101,texture,101,9,channel_affine,0.26876288652420044,0.9789890646934509,0.6221575140953064,0.2689110040664673,-0.0005511086154133437,1358.5093994140625
texture_seed101,texture,101,9,oracle,0.26876288652420044,0.0,0.0,0.055412158370018005,0.7938251107262592,1417.75390625
texture_seed101,texture,101,12,channel_mean,0.24366456270217896,0.9855854511260986,0.48211178183555603,0.2463633418083191,-0.011075796481077727,1465.105224609375
texture_seed101,texture,101,12,channel_affine,0.24366456270217896,0.9732399582862854,0.47607284784317017,0.2433474361896515,0.001301488033428465,1460.12255859375
texture_seed101,texture,101,12,oracle,0.24366456270217896,0.0,0.0,0.061534348875284195,0.7474628719380295,1460.2696533203125
texture_seed101,texture,101,15,channel_mean,0.2028874307870865,0.9673060774803162,0.345155268907547,0.19844570755958557,0.021892550022786453,1490.049072265625
texture_seed101,texture,101,15,channel_affine,0.2028874307870865,0.9512163400650024,0.339414119720459,0.1971682906150818,0.02818873574285862,1484.7525634765625
texture_seed101,texture,101,15,oracle,0.2028874307870865,0.0,0.0,0.06742838025093079,0.6676561973832116,1485.023193359375
texture_seed101,texture,101,18,channel_mean,0.21245542168617249,0.9167285561561584,0.259968638420105,0.19368122518062592,0.08836769782829447,1505.609619140625
texture_seed101,texture,101,18,channel_affine,0.21245542168617249,0.8846656084060669,0.25087612867355347,0.1915065497159958,0.09860361201382388,1498.3173828125
texture_seed101,texture,101,18,oracle,0.21245542168617249,0.0,0.0,0.10041966289281845,0.5273377252704199,1502.1617431640625
texture_seed202,texture,202,4,channel_mean,0.15356984734535217,0.961550235748291,0.8829041123390198,0.15570883452892303,-0.013928432049298372,1075.63818359375
texture_seed202,texture,202,4,channel_affine,0.15356984734535217,0.9468573331832886,0.869412899017334,0.15463057160377502,-0.00690711280084472,1075.909912109375
texture_seed202,texture,202,4,oracle,0.15356984734535217,0.0,0.0,0.019695844501256943,0.8717466687522039,1271.937255859375
texture_seed202,texture,202,9,channel_mean,0.17773215472698212,0.9929492473602295,0.5615683794021606,0.1841520369052887,-0.03612110700040906,1498.1123046875
texture_seed202,texture,202,9,channel_affine,0.17773215472698212,0.981444239616394,0.5550616979598999,0.1811082512140274,-0.018995417527185088,1492.9578857421875
texture_seed202,texture,202,9,oracle,0.17773215472698212,0.0,0.0,0.04733792692422867,0.7336558092319007,1522.263916015625
texture_seed202,texture,202,12,channel_mean,0.17599718272686005,0.9866794347763062,0.40121909976005554,0.17684663832187653,-0.0048265295037977825,1571.775634765625
texture_seed202,texture,202,12,channel_affine,0.17599718272686005,0.9759464859962463,0.3968546688556671,0.17519305646419525,0.004568972356294838,1558.7884521484375
texture_seed202,texture,202,12,oracle,0.17599718272686005,0.0,0.0,0.05469096451997757,0.689250909175884,1549.881591796875
texture_seed202,texture,202,15,channel_mean,0.14619281888008118,0.9664055109024048,0.3000834286212921,0.14349104464054108,0.018480895711822258,1581.818603515625
texture_seed202,texture,202,15,channel_affine,0.14619281888008118,0.9495632648468018,0.29485365748405457,0.14185823500156403,0.029649772893925227,1569.1937255859375
texture_seed202,texture,202,15,oracle,0.14619281888008118,0.0,0.0,0.05986678972840309,0.5904943198508914,1564.4840087890625
texture_seed202,texture,202,18,channel_mean,0.17907340824604034,0.9168767333030701,0.24872435629367828,0.16779275238513947,0.0629945896009399,1578.622802734375
texture_seed202,texture,202,18,channel_affine,0.17907340824604034,0.8836309313774109,0.2397056519985199,0.1680176556110382,0.06173866205646756,1574.5517578125
texture_seed202,texture,202,18,oracle,0.17907340824604034,0.0,0.0,0.09498236328363419,0.46958979440916276,1579.2198486328125
glass_seed101,glass,101,4,channel_mean,0.09895934909582138,1.0057965517044067,0.6911052465438843,0.10210375487804413,-0.03177472175143402,1202.3134765625
glass_seed101,glass,101,4,channel_affine,0.09895934909582138,0.9867994785308838,0.6780519485473633,0.09975127875804901,-0.008002575496538612,1156.8555908203125
glass_seed101,glass,101,4,oracle,0.09895934909582138,0.0,0.0,0.013910640962421894,0.8594307552593908,1253.4044189453125
glass_seed101,glass,101,9,channel_mean,0.06391917914152145,1.0125595331192017,0.31719517707824707,0.06576088815927505,-0.028813089318245635,1428.7857666015625
glass_seed101,glass,101,9,channel_affine,0.06391917914152145,1.0156434774398804,0.318161278963089,0.06419384479522705,-0.004297077299717325,1445.6346435546875
glass_seed101,glass,101,9,oracle,0.06391917914152145,0.0,0.0,0.017498308792710304,0.7262432179554771,1439.22998046875
glass_seed101,glass,101,12,channel_mean,0.057578399777412415,0.9880045056343079,0.22967413067817688,0.05565428361296654,0.03341732614807218,1472.5963134765625
glass_seed101,glass,101,12,channel_affine,0.057578399777412415,0.9913745522499084,0.23045754432678223,0.055213406682014465,0.041074310931539966,1472.1768798828125
glass_seed101,glass,101,12,oracle,0.057578399777412415,0.0,0.0,0.022947808727622032,0.6014510855401666,1476.2559814453125
glass_seed101,glass,101,15,channel_mean,0.07538754492998123,0.9468539953231812,0.19902947545051575,0.06948374211788177,0.07831270825416607,1507.6025390625
glass_seed101,glass,101,15,channel_affine,0.07538754492998123,0.9449219107627869,0.19862332940101624,0.06843630224466324,0.09220677887539909,1505.1409912109375
glass_seed101,glass,101,15,oracle,0.07538754492998123,0.0,0.0,0.0348956473171711,0.5371165442569906,1505.3692626953125
glass_seed101,glass,101,18,channel_mean,0.12328847497701645,0.8847178816795349,0.22449219226837158,0.1078646257519722,0.12510373924180324,1525.742431640625
glass_seed101,glass,101,18,channel_affine,0.12328847497701645,0.8594427704811096,0.21807877719402313,0.10436835885047913,0.15346216367802773,1524.260498046875
glass_seed101,glass,101,18,oracle,0.12328847497701645,0.0,0.0,0.07156823575496674,0.41950587215626967,1535.093017578125
glass_seed202,glass,202,4,channel_mean,0.08817935734987259,0.9704678654670715,0.638557493686676,0.08893952518701553,-0.008620700581053199,1100.9654541015625
glass_seed202,glass,202,4,channel_affine,0.08817935734987259,0.9851728677749634,0.6482332348823547,0.08870216459035873,-0.00592890735653451,1117.4696044921875
glass_seed202,glass,202,4,oracle,0.08817935734987259,0.0,0.0,0.01193724200129509,0.8646254366094863,1206.471923828125
glass_seed202,glass,202,9,channel_mean,0.1141652911901474,1.0001307725906372,0.45356154441833496,0.12010882049798965,-0.0520607379518092,1430.1920166015625
glass_seed202,glass,202,9,channel_affine,0.1141652911901474,0.9930922985076904,0.45036956667900085,0.11787597835063934,-0.032502760881252674,1420.635986328125
glass_seed202,glass,202,9,oracle,0.1141652911901474,0.0,0.0,0.02383977547287941,0.7911819325790252,1469.3038330078125
glass_seed202,glass,202,12,channel_mean,0.07024747133255005,0.9979193210601807,0.22860372066497803,0.06891744583845139,0.01893342876076422,1529.3968505859375
glass_seed202,glass,202,12,channel_affine,0.07024747133255005,0.9991832971572876,0.22889326512813568,0.06762290000915527,0.03736179073222593,1519.096435546875
glass_seed202,glass,202,12,oracle,0.07024747133255005,0.0,0.0,0.025036893784999847,0.6435901063758478,1530.272216796875
glass_seed202,glass,202,15,channel_mean,0.08197533339262009,0.9732312560081482,0.2226487696170807,0.0784817487001419,0.04261751124262818,1573.376953125
glass_seed202,glass,202,15,channel_affine,0.08197533339262009,0.9640503525733948,0.22054842114448547,0.07799055427312851,0.04860948964253082,1571.8173828125
glass_seed202,glass,202,15,oracle,0.08197533339262009,0.0,0.0,0.03603074327111244,0.5604684753333843,1564.158203125
glass_seed202,glass,202,18,channel_mean,0.13527418673038483,0.9113633036613464,0.23628529906272888,0.12260112911462784,0.09368422699162611,1594.552734375
glass_seed202,glass,202,18,channel_affine,0.13527418673038483,0.8821547627449036,0.2287125140428543,0.11856997013092041,0.12348413990288934,1581.4935302734375
glass_seed202,glass,202,18,oracle,0.13527418673038483,0.0,0.0,0.07286903262138367,0.4613234469735232,1586.9100341796875
