case_id,step,age,kind,baseline_guided_noise_error,guided_noise_error,error_reduction,recovery_fraction,milliseconds
interior_seed0,18,2,suffix_only,0.15104755759239197,0.13665777444839478,0.014389783143997192,0.09526657281562018,1560.009033203125
interior_seed0,18,2,activation_plus_suffix,0.15104755759239197,0.08323605358600616,0.0678115040063858,0.4489414134677896,1553.765625
interior_seed1,4,2,activation_only,0.05039342865347862,0.05039342865347862,0.0,0.0,366.346923828125
interior_seed1,4,2,suffix_only,0.05039342865347862,0.049340542405843735,0.0010528862476348877,0.02089332430374744,1101.0335693359375
interior_seed1,4,2,activation_plus_suffix,0.05039342865347862,0.00631718197837472,0.0440762466751039,0.8746427431676917,1107.961669921875
interior_seed1,9,2,activation_only,0.11161831766366959,0.11161831766366959,0.0,0.0,374.12115478515625
interior_seed1,9,2,suffix_only,0.11161831766366959,0.11468502879142761,-0.003066711127758026,-0.027474980737469075,1296.1048583984375
interior_seed1,9,2,activation_plus_suffix,0.11161831766366959,0.021879946812987328,0.08973837085068226,0.8039753037766042,1366.3453369140625
interior_seed1,12,2,activation_only,0.08473191410303116,0.08473191410303116,0.0,0.0,407.3958740234375
interior_seed1,12,2,suffix_only,0.08473191410303116,0.08147018402814865,0.0032617300748825073,0.03849470544140374,1410.1949462890625
interior_seed1,12,2,activation_plus_suffix,0.08473191410303116,0.0310845747590065,0.05364733934402466,0.633142068274196,1421.9586181640625
interior_seed1,15,2,activation_only,0.10265862941741943,0.10265862941741943,0.0,0.0,428.8495788574219
interior_seed1,15,2,suffix_only,0.10265862941741943,0.09685059636831284,0.005808033049106598,0.0565761795386007,1456.0076904296875
interior_seed1,15,2,activation_plus_suffix,0.10265862941741943,0.04801338165998459,0.054645247757434845,0.532300577823246,1457.6082763671875
interior_seed1,18,2,activation_only,0.14604464173316956,0.14604464173316956,0.0,0.0,448.7890625
interior_seed1,18,2,suffix_only,0.14604464173316956,0.1320275068283081,0.01401713490486145,0.09597842644902657,1486.841552734375
interior_seed1,18,2,activation_plus_suffix,0.14604464173316956,0.08124884963035583,0.06479579210281372,0.4436711359886704,1480.631103515625
architecture_seed0,4,2,activation_only,0.12567295134067535,0.12567295134067535,0.0,0.0,357.5343017578125
architecture_seed0,4,2,suffix_only,0.12567295134067535,0.1293821781873703,-0.0037092268466949463,-0.029514917944752816,1107.256591796875
architecture_seed0,4,2,activation_plus_suffix,0.12567295134067535,0.012841921299695969,0.11283103004097939,0.8978147551824102,1243.1917724609375
architecture_seed0,9,2,activation_only,0.062867671251297,0.062867671251297,0.0,0.0,423.22918701171875
architecture_seed0,9,2,suffix_only,0.062867671251297,0.061566416174173355,0.001301255077123642,0.02069831840791775,1455.0418701171875
architecture_seed0,9,2,activation_plus_suffix,0.062867671251297,0.017539888620376587,0.04532778263092041,0.7210030486056102,1471.450927734375
architecture_seed0,12,2,activation_only,0.07837463170289993,0.07837463170289993,0.0,0.0,449.14984130859375
architecture_seed0,12,2,suffix_only,0.07837463170289993,0.07572395354509354,0.0026506781578063965,0.03382061389270068,1538.0972900390625
architecture_seed0,12,2,activation_plus_suffix,0.07837463170289993,0.02499845065176487,0.05337618105113506,0.6810390032003186,1550.0419921875
architecture_seed0,15,2,activation_only,0.08981996774673462,0.08981996774673462,0.0,0.0,471.30462646484375
